37,220,1,4375.007334,0.1021958508,-9.222479349e-002,0.,-1.,
2,220,1,4397.275648,-0.2874103139,-1.24988957,0.,-1.,315,1,4397.278167,-7.063724725,2.884808587,0.,-1.,
3,220,1,4397.37641,0.1337435368,4.757159257e-002,0.,0.1537733664,315,1,4397.378929,-7.066294298,2.891861434,0.,0.1671069483,
4,220,1,4397.477171,0.1087497406,6.862341705e-003,0.,0.1400333922,315,1,4397.47969,-7.068863871,2.898914281,0.,7.765033209e-002,
5,220,1,4397.577933,8.799635575e-002,-2.142304206e-002,0.,0.221381206,315,1,4397.580452,-6.906382313,-3.278020493,0.,7.765033209e-002,
6,220,1,4397.678694,0.1002806787,-9.019459556e-003,0.,0.1163020176,315,1,4397.681213,-6.752774835,-3.036229981,0.,0.3209105408,
7,220,1,4397.779456,9.7700756e-002,-1.572091872e-002,0.,0.1040197992,315,1,4397.781975,-6.76595188,-3.080415674,0.,0.3226294045,
8,220,1,4397.880218,9.926739323e-002,-2.483719836e-002,0.,0.1415583667,315,1,4397.882737,-6.793630679,-2.984512076,0.,0.3953085504,
9,220,1,4397.980979,8.739524899e-002,-2.176357996e-002,0.,0.1513986062,315,1,4397.983498,-6.949000797,-3.077516773,0.,0.3111026983,
10,220,1,4398.081741,2.16158784e-002,-4.019145409e-002,0.,0.3681667433,315,1,4398.08426,-6.868739653,-3.083034037,0.,0.3372131874,
11,220,1,4398.182502,8.847380755e-002,1.655152892e-002,0.,0.2514719636,315,1,4398.185021,-6.766608461,-3.105199126,0.,0.2912384175,
12,220,1,4398.283264,0.1085864498,2.737294657e-002,0.,0.1729988747,315,1,4398.285783,-6.706493928,-3.152030879,0.,0.2971745377,
13,220,1,4398.384026,0.1217369704,3.204882048e-002,0.,0.2285317781,315,1,4398.386545,-6.644496421,-3.199784738,0.,0.3606907508,
14,220,1,4398.484787,0.1338236739,3.422214204e-002,0.,0.1973846792,315,1,4398.487306,-6.664223447,-3.169793631,0.,0.2741053721,
15,220,1,4398.585549,0.1114209245,1.02704635e-002,0.,0.1600482713,315,1,4398.588068,-6.697863186,-3.185413809,0.,0.2860679912,
16,220,1,4398.68631,8.468605138e-002,-1.25704931e-002,0.,0.2010116032,315,1,4398.688829,-6.704436416,-3.122738761,0.,0.4143862091,
17,220,1,4398.787072,5.659686217e-002,-5.169656788e-002,0.,0.1779546207,315,1,4398.789591,-6.741859281,-3.161896546,0.,0.3258112983,
18,220,1,4398.887834,3.262793929e-002,-6.69289495e-002,0.,0.2432108542,315,1,4398.890353,-6.804051362,-3.110499863,0.,0.3521703553,
19,220,1,4398.988595,4.396254627e-002,-6.853824153e-002,0.,0.146009372,315,1,4398.991114,-6.799469773,-3.329466046,0.,0.216528274,
20,220,1,4399.089357,2.330079499e-003,-0.1084796941,0.,0.3923939693,315,1,4399.091876,-6.829647354,-3.274016245,0.,0.32799334,
21,220,1,4399.190118,5.544473994e-002,-9.786856237e-002,0.,0.1548109835,315,1,4399.192637,-6.876751715,-3.274887204,0.,0.3002954018,
22,220,1,4399.29088,8.953180044e-002,-5.842363701e-002,0.,0.2101049867,315,1,4399.293399,-6.823283535,-3.292020287,0.,0.2538580615,
23,220,1,4399.391642,0.1259248553,-7.225319049e-002,0.,0.1796151347,315,1,4399.394161,-6.801161217,-3.275488272,0.,0.3125148665,
24,220,1,4399.492403,0.1229027194,-6.060189683e-002,0.,0.134022171,315,1,4399.494922,-6.793814457,-3.25322489,0.,0.2926782145,
25,220,1,4399.593165,0.1271985017,-5.521926288e-002,0.,8.795924133e-002,315,1,4399.595684,-6.815263642,-3.408656365,0.,0.1695383707,
26,220,1,4399.693926,0.1083998985,-1.668206295e-002,0.,0.1055287235,315,1,4399.696445,-6.74711669,-3.448471259,0.,0.2269957495,
27,220,1,4399.794688,0.1146447873,-4.412789667e-003,0.,0.140638334,315,1,4399.797207,-6.759140847,-3.602091651,0.,9.520259027e-002,
28,220,1,4399.89545,8.577030406e-002,1.285834434e-002,0.,0.145853271,315,1,4399.897969,-6.792506532,-3.688151077,0.,0.1763967536,
29,220,1,4399.996211,5.581779134e-002,-4.321246271e-003,0.,0.186718736,315,1,4399.99873,-6.731052048,-3.639967456,0.,0.3749360294,
30,220,1,4400.096973,4.382094244e-002,1.428446936e-003,0.,0.1256702425,315,1,4400.099492,-6.61238108,-3.657459093,0.,0.5291952277,
31,220,1,4400.197734,4.577859762e-002,1.48891732e-002,0.,0.163560674,315,1,4400.200253,-6.632562615,-3.753626137,0.,0.3589346325,
32,220,1,4400.298496,5.341640885e-002,2.659103273e-002,0.,0.1427738477,315,1,4400.301015,-6.682836757,-3.994500983,0.,0.2108737838,
