235,32.4,22.12,2.365
305,9.48,28.29,1.964
216,-14.98,18.14,1.488
204,-29.28,-1.29,0.826
217,-19.75,-23.53,0.88
238,4.24,-28.82,0.88
303,20.46,-27.26,0.896
203,35.48,-9.3,1.211
315.12,7.57,-4.19,1.133
315.13,7.01,10.84,1.46
315.14,-8.83,5.11,1.153
315.15,-6.51,33.59,1.59
